"match_id","radiant_win","order","pick","hero_id","query_date"
"5451422445","0","6","1","129","2020/04/01"
"5451422445","0","7","1","38","2020/04/01"
"5451422445","0","8","1","15","2020/04/01"
"5451422445","0","9","1","119","2020/04/01"
"5451422445","0","10","1","101","2020/04/01"
"5451414285","0","1","1","128","2020/04/01"
"5451414285","0","2","1","106","2020/04/01"
"5451414285","0","3","1","90","2020/04/01"
"5451414285","0","4","1","50","2020/04/01"
"5451414285","0","5","1","86","2020/04/01"
"5451414285","0","6","1","19","2020/04/01"
"5451414285","0","7","1","129","2020/04/01"
"5451414285","0","8","1","8","2020/04/01"
"5451414285","0","9","1","39","2020/04/01"
"5451414285","0","10","1","46","2020/04/01"
"5451408425","0","1","1","106","2020/04/01"
"5451408425","0","2","1","111","2020/04/01"
"5451408425","0","3","1","49","2020/04/01"
"5451408425","0","4","1","31","2020/04/01"
"5451408425","0","5","1","7","2020/04/01"
"5451408425","0","6","1","86","2020/04/01"
"5451408425","0","7","1","39","2020/04/01"
"5451408425","0","8","1","1","2020/04/01"
"5451408425","0","9","1","29","2020/04/01"
"5451408425","0","10","1","70","2020/04/01"
"5451385936","1","1","1","106","2020/04/01"
"5451385936","1","2","1","111","2020/04/01"
"5451385936","1","3","1","99","2020/04/01"
"5451385936","1","4","1","80","2020/04/01"
"5451385936","1","5","1","107","2020/04/01"
"5451385936","1","6","1","90","2020/04/01"
"5451385936","1","7","1","36","2020/04/01"
"5451385936","1","8","1","79","2020/04/01"
"5451385936","1","9","1","129","2020/04/01"
"5451385936","1","10","1","10","2020/04/01"
"5451378894","0","1","1","38","2020/04/01"
"5451378894","0","2","1","111","2020/04/01"
"5451378894","0","3","1","7","2020/04/01"
"5451378894","0","4","1","107","2020/04/01"
"5451378894","0","5","1","2","2020/04/01"
"5451378894","0","6","1","11","2020/04/01"
"5451378894","0","7","1","74","2020/04/01"
"5451378894","0","8","1","14","2020/04/01"
"5451378894","0","9","1","114","2020/04/01"
"5451378894","0","10","1","8","2020/04/01"
"5451363846","0","1","1","58","2020/04/01"
"5451363846","0","2","1","111","2020/04/01"
"5451363846","0","3","1","120","2020/04/01"
"5451363846","0","4","1","7","2020/04/01"
"5451363846","0","5","1","53","2020/04/01"
"5451363846","0","6","1","38","2020/04/01"
"5451363846","0","7","1","45","2020/04/01"
"5451363846","0","8","1","23","2020/04/01"
"5451363846","0","9","1","63","2020/04/01"
"5451363846","0","10","1","19","2020/04/01"
"5451360800","1","1","1","84","2020/04/01"
"5451360800","1","2","1","96","2020/04/01"
"5451360800","1","3","1","86","2020/04/01"
"5451360800","1","4","1","95","2020/04/01"
"5451360800","1","5","1","37","2020/04/01"
"5451360800","1","6","1","53","2020/04/01"
"5451360800","1","7","1","12","2020/04/01"
"5451360800","1","8","1","107","2020/04/01"
"5451360800","1","9","1","52","2020/04/01"
"5451360800","1","10","1","22","2020/04/01"
"5451341599","0","1","1","31","2020/04/01"
"5451341599","0","2","1","121","2020/04/01"
"5451341599","0","3","1","70","2020/04/01"
"5451341599","0","4","1","120","2020/04/01"
"5451341599","0","5","1","64","2020/04/01"
"5451341599","0","6","1","86","2020/04/01"
"5451341599","0","7","1","38","2020/04/01"
"5451341599","0","8","1","12","2020/04/01"
"5451341599","0","9","1","43","2020/04/01"
"5451341599","0","10","1","46","2020/04/01"
"5451339168","0","1","1","106","2020/04/01"
"5451339168","0","2","1","10","2020/04/01"
"5451339168","0","3","1","88","2020/04/01"
"5451339168","0","4","1","90","2020/04/01"
"5451339168","0","5","1","43","2020/04/01"
"5451339168","0","6","1","40","2020/04/01"
"5451339168","0","7","1","111","2020/04/01"
"5451339168","0","8","1","71","2020/04/01"
"5451339168","0","9","1","46","2020/04/01"
"5451339168","0","10","1","59","2020/04/01"
"5460765228","1","1","1","45","2020/04/01"
"5460765228","1","2","1","111","2020/04/01"
"5460765228","1","3","1","95","2020/04/01"
"5460765228","1","4","1","15","2020/04/01"
"5460765228","1","5","1","19","2020/04/01"
"5460765228","1","6","1","96","2020/04/01"
"5460765228","1","7","1","65","2020/04/01"
"5460765228","1","8","1","87","2020/04/01"
"5460765228","1","9","1","12","2020/04/01"
"5460765228","1","10","1","36","2020/04/01"
"5460723305","0","1","1","58","2020/04/01"
"5460723305","0","2","1","3","2020/04/01"
"5460723305","0","3","1","7","2020/04/01"
"5460723305","0","4","1","38","2020/04/01"
"5460723305","0","5","1","77","2020/04/01"
"5460723305","0","6","1","83","2020/04/01"
"5460723305","0","7","1","56","2020/04/01"
"5460723305","0","8","1","48","2020/04/01"
"5460723305","0","9","1","11","2020/04/01"
"5460723305","0","10","1","46","2020/04/01"
"5460702914","0","1","1","39","2020/04/01"
"5460702914","0","2","1","106","2020/04/01"
"5460702914","0","3","1","110","2020/04/01"
"5460702914","0","4","1","58","2020/04/01"
"5460702914","0","5","1","2","2020/04/01"
"5460702914","0","6","1","7","2020/04/01"
"5460702914","0","7","1","111","2020/04/01"
"5460702914","0","8","1","54","2020/04/01"
"5460702914","0","9","1","47","2020/04/01"
"5460702914","0","10","1","94","2020/04/01"
"5460669495","0","1","1","38","2020/04/01"
"5460669495","0","2","1","27","2020/04/01"
"5460669495","0","3","1","12","2020/04/01"
"5460669495","0","4","1","64","2020/04/01"
"5460669495","0","5","1","21","2020/04/01"
"5460669495","0","6","1","52","2020/04/01"
"5460669495","0","7","1","79","2020/04/01"
"5460669495","0","8","1","42","2020/04/01"
"5460669495","0","9","1","46","2020/04/01"
"5460669495","0","10","1","15","2020/04/01"
"5460653904","1","1","1","38","2020/04/01"
"5460653904","1","2","1","30","2020/04/01"
"5460653904","1","3","1","106","2020/04/01"
"5460653904","1","4","1","119","2020/04/01"
"5460653904","1","5","1","120","2020/04/01"
"5460653904","1","6","1","3","2020/04/01"
"5460653904","1","7","1","102","2020/04/01"
"5460653904","1","8","1","93","2020/04/01"
"5460653904","1","9","1","17","2020/04/01"
"5460653904","1","10","1","12","2020/04/01"
"5460626530","0","1","1","106","2020/04/01"
"5460626530","0","2","1","3","2020/04/01"
"5460626530","0","3","1","48","2020/04/01"
"5460626530","0","4","1","38","2020/04/01"
"5460626530","0","5","1","101","2020/04/01"
"5460626530","0","6","1","79","2020/04/01"
"5460626530","0","7","1","129","2020/04/01"
"5460626530","0","8","1","30","2020/04/01"
"5460626530","0","9","1","70","2020/04/01"
"5460626530","0","10","1","40","2020/04/01"
"5460596652","1","1","1","64","2020/04/01"
"5460596652","1","2","1","37","2020/04/01"
"5460596652","1","3","1","96","2020/04/01"
"5460596652","1","4","1","86","2020/04/01"
"5460596652","1","5","1","95","2020/04/01"
"5460596652","1","6","1","17","2020/04/01"
"5460596652","1","7","1","107","2020/04/01"
"5460596652","1","8","1","129","2020/04/01"
"5460596652","1","9","1","10","2020/04/01"
"5460596652","1","10","1","11","2020/04/01"
"5460595668","0","1","1","39","2020/04/01"
"5460595668","0","2","1","7","2020/04/01"
"5460595668","0","3","1","53","2020/04/01"
"5460595668","0","4","1","58","2020/04/01"
"5460595668","0","5","1","121","2020/04/01"
"5460595668","0","6","1","110","2020/04/01"
"5460595668","0","7","1","32","2020/04/01"
"5460595668","0","8","1","28","2020/04/01"
"5460595668","0","9","1","73","2020/04/01"
"5460595668","0","10","1","82","2020/04/01"
"5460498423","1","1","1","65","2020/04/01"
"5460498423","1","2","1","102","2020/04/01"
